18809	3943	1
5184	17542	1
14996	848	1
30212	229	1
29421	11123	1
6132	3723	1
2333	14205	1
20163	14189	1
15245	5642	1
4700	11020	1
19423	10055	1
29352	25683	2
11874	7978	1
10228	19899	2
13225	1700	1
8679	8412	1
25529	7179	1
14851	30075	1
5010	2297	1
5410	10055	2
15902	11827	1
2327	6350	1
11690	27523	1
29657	20469	2
20613	450	1
25923	17293	1
19323	20728	1
22856	4501	1
2643	20600	1
6292	1949	1
15521	9692	1
746	8383	1
5675	12895	2
27118	8307	1
28522	1331	1
3503	3723	1
26223	23842	2
30519	14396	1
13409	9568	1
8598	4701	1
19510	7179	2
22436	25893	1
7889	17986	1
11994	19060	1
3518	27916	1
20158	12314	2
23337	10055	1
15062	15787	1
30060	2297	2
24015	17986	1
23135	25404	1
20184	1949	1
1070	10055	1
13283	3505	1
28604	14753	1
14753	28604	1
27160	21627	1
16398	6202	1
12087	9618	1
126	21022	2
24209	7940	1
27862	25362	1
9248	23642	1
1994	16717	1
21760	14453	2
26847	25683	1
21035	10055	1
29937	2431	1
25818	24947	1
12053	17233	1
19443	18439	2
3213	2912	1
19577	23154	1
22536	20743	1
3340	7391	1
13633	4501	2
27931	7097	1
12373	10055	2
327	20469	3
28714	15922	1
5773	20469	1
1214	2297	1
30533	2431	1
26495	21627	1
18057	18909	1
22949	29260	1
12369	24269	1
12794	17804	1
6226	17190	1
11063	15076	1
2739	8383	1
6732	1949	1
9804	14849	1
330	17542	5
10673	16814	2
28412	3723	1
28383	23842	1
29976	4317	1
5647	14396	1
1644	25786	2
11945	17986	1
28750	13841	1
13481	7978	1
23119	14189	1
7272	6773	1
13234	21321	2
15370	19740	1
14249	2297	1
22249	10055	1
14557	1617	1
3064	28823	1
13521	229	1
3579	17986	2
3941	4383	1
16578	16574	2
19732	10783	2
7941	12301	1
9598	12252	1
6385	22703	1
21132	27286	1
14901	23835	1
25201	20108	1
16174	4317	1
17470	6518	1
25651	8491	1
21347	2527	1
14016	21988	1
21703	9513	1
20381	28823	4
16517	25786	1
24635	3723	1
3727	9304	2
412	4317	1
11417	21925	1
978	7391	2
17898	9304	2
5913	5642	4
24659	10246	1
8590	12301	1
10994	13841	1
3353	2831	1
21786	10055	1
16692	22703	1
15990	10055	1
8101	10055	19
16756	27822	1
12689	13995	1
10949	7097	1
25390	17542	1
4306	5642	3
22274	15870	1
13485	13995	1
18626	10055	2
955	28014	1
24264	17986	2
2189	12015	1
20447	13995	1
18598	25362	2
28039	16307	1
4265	6518	1
19965	7391	1
9671	13480	1
28528	15658	1
12593	26177	1
15272	14396	1
21767	28531	1
26245	29204	4
13618	14087	2
25577	10055	1
29576	28823	2
18105	20469	1
15328	8383	2
17102	13633	1
10162	25786	1
25867	24288	1
25047	2431	1
15645	5871	4
19358	20469	1
6774	16904	3
11383	24288	1
8101	20922	1
19931	7097	1
27041	4317	14
18476	25786	1
29884	16831	1
28609	11020	1
3108	18099	1
2524	2431	1
22665	10055	2
24354	7978	1
21866	13212	1
12706	10055	1
17712	21030	1
4007	17986	1
10046	14087	1
22331	229	1
29566	16263	1
24699	17986	1
12696	25786	1
19808	24566	1
10824	1562	1
24886	28508	1
10286	4130	1
20153	25949	1
19746	17542	2
746	849	1
16818	1580	1
15330	17986	1
18252	17959	1
22932	28129	1
28828	8164	1
6859	18516	1
23226	21933	2
15427	9692	1
7777	19184	1
6188	17293	1
14636	24446	1
29042	6599	1
17937	15495	1
17218	7019	1
19344	28823	1
5067	1617	2
1617	5067	1
12647	10055	2
8246	10446	1
5248	450	2
4639	5036	1
26522	10055	1
14391	21627	1
26459	29204	2
13884	2297	1
25398	11191	1
19874	14453	1
26353	13995	1
15125	26899	1
26470	3520	1
5309	14396	1
1779	15870	5
23217	11020	1
6983	450	11
6830	15215	2
18843	16717	2
13225	19213	1
16159	10055	1
30011	3723	1
14673	15787	1
10223	5871	1
22436	10055	5
3091	450	2
26074	24288	1
1937	25107	1
18614	3946	1
18855	11191	1
12234	7978	1
24453	7369	1
30747	10948	1
29569	29761	1
19621	10055	1
13325	28943	1
12556	2297	1
13660	4217	1
13047	6724	1
13586	3789	1
15991	4054	1
29930	20469	1
14811	20880	1
20950	14396	1
14846	1017	2
22019	4317	1
16674	13880	1
30596	4762	2
22808	8383	2
3296	19280	2
10185	9804	1
15838	4317	1
10411	11020	3
23584	17346	1
4421	27916	1
7055	5871	1
30689	9513	1
4483	226	1
18262	28208	1
29067	6977	1
15428	22703	1
30402	18099	1
24313	20469	1
24652	16814	1
16768	4130	2
22096	77	1
24131	25893	1
20135	1483	1
19802	6724	1
25740	15870	1
20840	5642	3
12576	15787	1
13628	19280	1
25684	21627	1
11955	10055	1
10842	10055	5
29336	10055	1
387	28745	1
8684	15787	1
15540	29229	1
21922	3505	1
28758	15942	1
24678	29098	2
22510	13841	2
8433	1562	1
7743	27635	1
25830	20469	1
14392	10055	1
18759	23451	1
18471	17937	1
4795	19598	2
30690	13995	1
3478	22455	1
585	15787	1
15144	9804	2
19701	7978	1
24099	12676	1
19499	8383	1
26335	13995	1
29965	9692	1
14754	14396	1
20906	8412	2
2543	3786	1
8130	27916	1
19641	25786	2
5574	17937	1
24597	3707	1
20650	28823	2
252	7560	1
28529	2297	1
17396	23154	1
10127	17959	1
18310	2297	1
330	8307	1
28777	6544	1
23003	17986	1
24967	229	1
10149	29095	1
25185	9302	1
10127	2458	1
20381	28943	1
4458	21925	1
26669	5231	2
17007	15787	1
15513	23773	1
26366	12917	1
18882	3505	2
25646	7978	1
24928	17542	1
6053	3505	1
1035	16982	1
4114	17793	1
8605	17091	1
19874	10055	3
15141	20469	1
2126	10055	2
2141	15495	1
16519	28943	2
10544	8164	1
6256	15870	1
10371	8383	5
23401	8019	1
13385	19213	1
15746	2231	2
13311	2297	1
8273	450	1
16081	15870	1
30159	9389	1
19197	17937	1
14895	4317	1
22300	29204	2
30379	17542	3
10093	2649	1
20951	20610	1
983	3505	1
28043	8383	1
24850	20108	1
16756	16197	1
95	28943	1
23774	29204	1
10537	1802	1
13645	20469	1
22070	28959	1
7101	20469	1
8507	11020	1
15331	25402	1
22656	2527	1
11320	21698	1
5155	10055	1
16477	6082	1
20262	20469	2
19884	9610	1
27591	28943	2
24664	6885	1
9368	26024	1
22072	14871	1
3236	16982	2
13346	4130	1
22803	30404	1
20759	4838	1
6882	28823	2
11552	21925	1
6290	4007	4
4253	20469	1
30643	22699	1
30	24288	1
27080	2838	1
9603	30421	1
22206	26024	1
28521	17993	1
7938	19773	1
23641	20469	1
25474	23842	1
10093	15658	1
14795	14396	1
13450	8383	1
18050	16982	1
17960	22703	1
19647	15217	1
28569	27916	1
10214	29204	1
20176	23842	1
25312	12015	1
2907	15787	1
4016	28349	1
6266	14943	2
11665	13841	1
27016	15215	4
8101	21515	3
1890	27539	1
19639	14168	1
25867	999	1
14728	9288	1
12898	4383	1
9137	17293	1
7912	28666	1
1049	25059	1
17851	13841	1
11886	26994	1
19397	20469	3
9728	19280	1
15209	5871	1
27847	29204	1
613	6568	1
1822	24288	5
25016	3908	1
5008	5739	1
11237	1483	1
3315	1562	1
3111	20600	1
22141	19280	1
15444	21627	1
22092	10055	2
15105	19899	1
14776	24051	1
30569	17649	1
22043	9170	1
6836	17937	1
19498	229	2
19122	450	2
12855	8457	1
15461	9568	1
18996	1026	1
5008	9423	1
18261	21933	1
746	18737	1
3914	12301	1
13444	8418	1
29215	23451	2
29	1026	1
9456	15787	1
3023	29204	1
6183	2689	1
22211	17091	1
2893	4636	1
19399	15870	1
7885	10932	1
6568	25168	1
11062	10055	6
16654	15870	1
2199	1949	1
13495	8383	2
18886	229	1
9720	4317	1
18330	4762	1
22445	4054	2
23794	10447	1
24380	7978	1
15152	13841	2
6009	20469	1
1448	29204	1
26005	16263	1
21743	12077	1
19300	14396	2
8101	2402	2
22851	8412	1
10250	8383	1
20407	14396	2
29418	4317	2
22679	7978	1
11637	29761	1
29951	8412	1
25004	10055	1
1644	15870	2
25834	8383	1
4259	25674	2
4886	17309	1
14142	8383	1
15330	7592	1
14849	14396	1
22401	7560	1
28133	27996	1
5317	17959	1
8275	29517	1
16166	10055	1
8672	21380	1
6242	14189	1
25020	28129	2
27698	1483	1
30025	28208	1
8405	21988	1
1964	15495	1
6227	27597	1
19347	226	1
11576	28823	1
3283	25786	1
14449	18737	2
1858	7707	1
8607	15215	1
20143	27186	1
8020	8383	1
21182	17937	1
12702	13210	1
26782	15870	1
14613	27329	1
15547	10055	1
17192	8412	1
8987	23541	1
330	3520	1
29272	9804	1
8231	7978	1
29941	26439	1
9686	23842	1
26834	25786	1
3810	17685	1
7394	3723	1
5887	6568	1
24810	3393	1
19118	30421	1
20682	10055	4
12277	27781	3
20833	24288	1
22048	25786	1
12304	77	1
8962	2369	1
18438	8164	1
2357	2297	1
17456	12034	1
7707	13904	1
19750	22246	2
24859	4383	1
14828	4496	1
17672	19665	1
20492	10127	1
27723	25887	1
4001	20469	1
5378	6724	1
12496	27514	1
29465	7019	1
26325	10055	1
11421	2231	1
17268	2527	1
26215	4501	2
15295	8383	1
22992	12015	2
28616	6518	1
13714	8383	1
7254	14087	1
29072	22970	1
17156	15329	1
15065	229	1
22871	23842	1
30408	7019	1
14624	20469	1
1181	2297	1
9660	27380	1
18269	3723	3
28254	4007	1
28480	963	1
8630	10055	2
21012	1165	2
2256	20469	1
25693	28823	1
2908	22703	1
24597	8663	1
3139	10127	1
28144	6601	1
7792	11020	1
28612	29204	1
18203	330	1
15416	15076	4
30328	25786	1
13626	26565	1
30426	20469	1
18032	23451	1
28941	6202	1
12078	10055	2
2355	20469	1
30669	8327	1
10376	21321	1
16041	5642	2
810	7097	3
7248	15076	1
178	8383	1
27108	226	1
21884	7978	1
17363	25786	1
26057	14396	1
9579	10246	1
11702	2369	2
30187	26565	1
9357	19899	2
24670	25786	1
8882	10452	1
8913	7675	1
18171	28943	1
24195	9302	1
26358	7368	1
2427	11827	1
19514	7560	2
411	10055	1
11130	5454	1
22536	12017	1
24317	23907	1
26014	9692	1
27191	28014	1
23583	7097	1
620	229	1
3932	7940	1
9806	26851	1
3009	12676	1
26057	5652	1
6653	14396	1
24611	24269	1
11363	3505	1
24519	15076	1
17303	17986	1
16126	11642	1
11693	5231	1
3213	9302	1
29486	29260	1
21060	17986	4
12399	229	1
10676	13880	1
28192	1580	1
13821	15870	2
9060	804	1
7476	8457	1
17786	27916	1
10135	16263	2
21586	16484	1
12577	7019	1
11748	4142	1
11027	20469	4
10372	14396	1
12514	3723	2
15458	1580	1
25852	20469	1
3954	21515	1
5478	12121	1
14994	12411	1
22493	29204	1
20345	4496	3
17957	10055	8
4210	8862	1
13702	17649	2
6447	2297	2
28538	27523	1
20356	17986	2
9239	17937	1
7154	29302	1
28174	4317	2
26695	26833	1
20332	17986	1
19308	5642	1
28884	15787	1
25487	24288	1
2103	11228	3
22615	20469	1
19140	16717	1
28416	11020	2
5600	15787	1
10423	20469	2
20839	25786	3
7740	29815	1
3437	26152	1
26236	25683	1
9211	7369	1
21512	6518	2
27837	226	2
4199	29517	1
12543	8457	3
26213	30404	1
22442	25844	1
14905	21988	1
22378	21022	1
6219	25786	3
38	9389	1
7736	1580	1
26782	18099	1
29716	2390	1
12377	25786	2
14192	2527	1
21520	15076	1
10101	9692	1
21335	4317	2
9248	30180	1
12676	8383	1
30446	229	1
22160	19539	1
19899	11642	1
9841	10127	1
14189	29204	1
23047	20469	1
8498	13841	1
101	22703	1
16073	20469	1
10804	12917	1
17545	26177	1
19723	22699	1
13565	8942	1
